event_id_cnty,event_date,year,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,country,admin1,location,latitude,longitude,fatalities,month_number,month_name,quarter,year_month,day_of_week,week_of_year,is_weekend,conflict_phase,location_type,urban_rural_classification,population_density_level,conflict_intensity_zone,distance_to_border_km,strategic_importance,primary_actor_name,primary_actor_type,primary_actor_affiliation,primary_actor_state_status,secondary_actor_name,secondary_actor_type,secondary_actor_affiliation,secondary_actor_state_status,economic_sector_affected,sector_category,sector_gdp_contribution,sector_employment_size,business_type_damaged,business_size,business_ownership,businesses_affected_count,trade_route_affected,trade_disruption_type,trade_goods_affected,trade_disruption_severity,economic_damage_usd,business_disruption_days,employment_loss_count,agriculture_land_affected_hectares,gdp_impact_local_percentage,affected_age_category,affected_population,children_affected_count,women_affected_count,vulnerable_groups_present,gender_distribution,displacement_type,displacement_duration_category,displacement_destination,displacement_conditions,primary_need_critical,need_urgency,healthcare_access_status,water_access_status,injured_count,displaced_persons,shelters_destroyed_count,humanitarian_aid_required_usd,infrastructure_primary,infrastructure_category,infrastructure_criticality,infrastructure_ownership,damage_severity,damage_type,structural_safety,repair_feasibility,service_disrupted,service_coverage_before,service_backup_exists,population_affected_by_outage,estimated_repair_cost_usd,infrastructure_downtime_days,capacity_loss_percentage,people_without_service_count,org_type_responding,org_mandate_primary,org_capacity_level,org_presence,diplomatic_action_type,diplomatic_level,responding_entity,response_position,media_coverage_type,media_reach_level,media_source_geography,media_framing,aid_orgs_responding_count,foreign_aid_pledged_usd,foreign_aid_delivered_usd,response_time_hours,media_coverage_score,conflict_type_legal,conflict_symmetry,conflict_intensity,international_law_framework,target_classification,weapon_method_primary,civilian_harm_circumstance,law_of_war_concern,combatant_casualties,civilian_casualties
CountryA1177,2022-12-11,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 3999,Unknown,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region5,City150,36.2028,36.9104,0,12,December,4,22-Dec,Sunday,49,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,76,Low,Actor 3999,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Trade,Tertiary,Medium 5-20%,Medium 1k-10k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3493969,77,99,0,1.26,Elderly 60+,9521,4182,4593,Refugees,Balanced,Internally Displaced-IDP,Permanent,School Building,Overcrowded,Shelter,Moderate <7d,Medical Evac Required,Unsafe Water Only,0,2643,41,596219,Residential,Residential,Non-Critical,Community,Severe 50-75%,Shelling Damage,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,Low <40%,No Backup,5000-20000,11828865,61,68,9271,Intl NGO,Protection/Rights,Small Local,Remote Coordination,Resolution Vote,Regional Bloc,UN,Pro-Country D/Country E,Regional Coverage,Regional,Middle East Media,Geopolitical Analysis,3,622229,491108,43,3,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1178,2022-05-19,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region5,City330,36.1542,36.8935,0,5,May,2,22-May,Thursday,20,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,113,Medium,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Workshop,Small 5-50,Government,22,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3109232,296,143,0,1.78,Adults 19-60,3621,1464,1682,Multiple,Predominantly Male,Internally Displaced-IDP,Short-term <1mo,Street/Outdoors,Minimal Services,Clean Water,High Priority <72h,No Access,Unsafe Water Only,0,1397,39,1848443,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,No Backup,<100,0,0,0,0,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,Regional Bloc,UN,Neutral/Balanced,International Mainstream,Global Limited,Middle East Media,Balanced,0,0,0,0,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1179,2022-09-20,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 4939,Unknown,Rebel group,Civilian Group 1594,Actor 4465,Civilians,Rebel group-Civilians,Country A,Region5,City372,36.4814,36.9068,0,9,September,3,22-Sep,Tuesday,38,0,Pre-Oct7 2016-2023,Refugee Camp,Rural,Medium,Stable,23,Low,Actor 4939,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Industry,Secondary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3123099,86,382,0,1.96,Elderly 60+,8061,3521,3880,Refugees,Balanced,Internally Displaced-IDP,Long-term >6mo,School Building,Minimal Services,Shelter,Moderate <7d,No Access,Intermittent,0,3212,103,1609467,Commercial,Commercial,Medium Priority,Private Sector,Minor <25%,Shelling Damage,Safe/Operational,Quick Repair <1mo,Multiple Services,Partial 40-70%,Partial Backup,1000-5000,19030643,1,7,1820,UN Agency,Multi-Sector,Large Global,Scaling Up,Investigation Launched,UN General Assembly,UN,Ceasefire Call,Social Media Viral,Global Limited,Western Media,Factual/Neutral,3,606080,452263,13,7,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Artillery/Mortars,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryA1180,2022-03-19,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City125,35.686,36.5424,0,3,March,1,22-Mar,Saturday,11,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,126,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Minor <5%,Small <1k,Retail Shop,Small 5-50,Family-owned,29,Internal Route 1,Border Closure,Food/Agriculture,Moderate,4955649,67,191,0,1.76,Children 0-12,3893,1354,2068,Chronic Illness,Balanced,Internally Displaced-IDP,Medium-term 1-6mo,Tent Camp,Unsafe,Food,Moderate <7d,Partial Access,Intermittent,0,3812,6,1551553,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,High 70-90%,Partial Backup,<100,0,0,0,0,UN Agency,WASH,Large Global,Deployed for Event,Statement Only,UN Security Council,Arab League,Neutral/Balanced,International Mainstream,Global Limited,Middle East Media,Sympathetic to Victims,4,908907,329867,19,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1181,2022-10-02,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City230,35.783,36.2744,0,10,October,4,22-Oct,Sunday,39,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,69,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Trade,Tertiary,Major >20%,Small <1k,Retail Shop,Micro <5 emp,Family-owned,0,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2908816,111,831,0,1.09,Adults 19-60,4264,1397,2260,Chronic Illness,Balanced,Internally Displaced-IDP,Permanent,UNRWA Shelter,Critical/Dire,Medical Care,Urgent <24h,Full Access,Intermittent,0,587,138,340193,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,High 70-90%,Temporary Alternative,<100,0,0,0,0,UN Agency,WASH,Large Global,Deployed for Event,Statement Only,UN General Assembly,Arab League,Condemning Both,Regional Coverage,Regional,Middle East Media,Factual/Neutral,2,49648,37747,19,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1182,2022-02-20,2022,Political violence,Violence against civilians,Abduction/forced disappearance,Military Group 4373,Unknown,Rebel group,Civilian Group 1594,Unknown,Civilians,Rebel group-Civilians,Country A,Region2,City94,35.9631,39.0292,0,2,February,1,22-Feb,Sunday,7,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,23,Low,Military Group 4373,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Public Sector,Tertiary,Medium 5-20%,Small <1k,Retail Shop,Micro <5 emp,Cooperative,4,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3831450,242,142,0,0.73,Mixed All Ages,3010,1014,1579,Multiple,Balanced,Evacuated,Long-term >6mo,UNRWA Shelter,Critical/Dire,Medical Care,Moderate <7d,No Access,Unsafe Water Only,0,1652,78,1572082,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,High 70-90%,No Backup,<100,0,0,0,0,Multiple Types,WASH,Medium Regional,Scaling Up,Condemnation,Bilateral Country,UN,Condemning Both,Social Media Viral,Global Limited,Western Media,Sympathetic to Victims,3,657754,292685,26,5,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryA1183,2022-08-16,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Military Group 3561,Unknown,State forces,Unknown,Unknown,Civilians,State forces only,Country A,Region10,City214,35.5888,36.4562,0,8,August,3,22-Aug,Tuesday,33,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,137,Low,Military Group 3561,State Military,Independent,State Actor,Unknown,Unknown,Independent,Civilians,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Retail Shop,Medium 50-250,Family-owned,27,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2505261,21,802,0,1.41,Adults 19-60,5183,1579,2649,Orphans,Predominantly Male,Internally Displaced-IDP,Short-term <1mo,Relatives Home,Critical/Dire,Food,Moderate <7d,Medical Evac Required,Safe Water Available,0,4017,46,629723,Residential,Residential,Non-Critical,Community,Severe 50-75%,Equipment Destruction,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,Low <40%,Temporary Alternative,5000-20000,12308215,178,51,19424,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,Bilateral Country,UN,Pro-Country D/Country E,Social Media Viral,Global Limited,Global Mixed,Geopolitical Analysis,0,0,0,0,7,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Civilian Infrastructure,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1184,2022-06-29,2022,Political violence,Explosions/Remote violence,Shelling/artillery/missile attack,Actor 3999,Unknown,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region5,City619,36.1482,36.9478,0,6,June,2,22-Jun,Wednesday,26,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,137,Medium,Actor 3999,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Trade,Tertiary,Minor <5%,Medium 1k-10k,Service Center,Micro <5 emp,Family-owned,24,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3596500,228,479,0,0.63,Mixed All Ages,3228,1336,1733,Chronic Illness,Predominantly Female,Internally Displaced-IDP,Long-term >6mo,Relatives Home,Critical/Dire,Medical Care,High Priority <72h,Medical Evac Required,No Water Access,0,3662,68,882118,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Partial 40-70%,Temporary Alternative,<100,0,0,0,0,Local NGO,Shelter/Housing,Large Global,Pre-existing,Resolution Vote,Regional Bloc,Individual Nation,Neutral/Balanced,Social Media Viral,Global Limited,Western Media,Factual/Neutral,1,221169,151332,14,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Artillery/Mortars,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1185,2022-08-04,2022,Political violence,Battles,Armed clash,Actor 2741,Unknown,Rebel group,Military Group 3561,Unknown,State forces,State forces-Rebel group,Country A,Region9,City559,34.5656,38.2877,4,8,August,3,22-Aug,Thursday,31,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,71,Medium,Actor 2741,Unknown,Independent,Civilians,Military Group 3561,State Military,Independent,State Actor,Agriculture,Primary,Major >20%,Large >10k,Retail Shop,Small 5-50,Corporate,22,Internal Route 1,Border Closure,Food/Agriculture,Moderate,1766143,34,448,355,1.05,Mixed All Ages,7176,3112,3883,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,School Building,Minimal Services,Medical Care,High Priority <72h,No Access,Safe Water Available,30,2634,125,1042542,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,No Backup,<100,0,0,0,0,Local NGO,Food Security,Small Local,Deployed for Event,Statement Only,Bilateral Country,Individual Nation,Condemning Both,Regional Coverage,Regional,Middle East Media,Humanitarian Focus,1,851632,679026,6,4,International Armed Conflict,Internal Factional,Firefight,Geneva Conventions Apply,Military Personnel,Other,Disproportionate Force,Proportionality Question,2,2
CountryA1186,2022-11-24,2022,Political violence,Explosions/Remote violence,Remote explosive/landmine/IED,Actor 4854,Unknown,Political militia,Military Group 4373,Unknown,Rebel group,Rebel group-Political militia,Country A,Region2,City196,35.9909,39.0252,2,11,November,4,22-Nov,Thursday,47,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,124,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Military Group 4373,Unknown,Independent,Civilians,Trade,Tertiary,Major >20%,Small <1k,Market,Micro <5 emp,Family-owned,29,Internal Route 1,Border Closure,Food/Agriculture,Moderate,976697,312,860,0,1.92,Mixed All Ages,6781,2094,3068,Pregnant,Balanced,Evacuated,Medium-term 1-6mo,UNRWA Shelter,Overcrowded,Multiple Critical,High Priority <72h,Full Access,Intermittent,11,2386,49,303681,Road,Transportation,Medium Priority,Mixed,Moderate 25-50%,Multiple Types,Needs Minor Repair,Medium Repair 1-6mo,Transportation,Partial 40-70%,Partial Backup,5000-20000,16889639,46,33,16480,UN Agency,Emergency Medical,Large Global,Pre-existing,Statement Only,UN General Assembly,Arab League,Pro-Country D/Country E,International Mainstream,Global Widespread,Middle East Media,Geopolitical Analysis,5,134307,73057,6,10,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Dual-Use Infrastructure,IED/Explosives,Collateral Damage,Proportionality Question,1,1
CountryA1187,2022-04-29,2022,Political violence,Violence against civilians,Abduction/forced disappearance,Military Group 4373,Unknown,Rebel group,Civilian Group 1594,Unknown,Civilians,Rebel group-Civilians,Country A,Region2,City90,35.9428,39.0519,0,4,April,2,22-Apr,Friday,17,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,82,Low,Military Group 4373,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Agriculture,Primary,Medium 5-20%,Small <1k,Market,Small 5-50,Corporate,18,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3886497,205,160,423,1.47,Children 0-12,4907,1569,2319,Pregnant,Balanced,Internally Displaced-IDP,Long-term >6mo,UNRWA Shelter,Overcrowded,Food,Moderate <7d,Partial Access,Safe Water Available,0,3825,5,252604,Commercial,Commercial,Medium Priority,Private Sector,Severe 50-75%,Looting/Vandalism,Unsafe-Evacuated,Reconstruction >6mo,Multiple Services,Full 90-100%,No Backup,>50000,17268994,96,69,123197,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,Regional Bloc,OIC,Pro-Country D/Country E,Local News Only,Local,Western Media,Factual/Neutral,0,0,0,0,3,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
CountryA1188,2022-12-29,2022,Political violence,Violence against civilians,Attack,Actor 4854,Unknown,Political militia,Civilian Group 1594,Unknown,Civilians,Political militia-Civilians,Country A,Region6,City170,32.7544,36.1311,2,12,December,4,22-Dec,Thursday,52,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,140,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Civilian Group 1594,Civilians,Independent,Civilians,Services,Tertiary,Major >20%,Medium 1k-10k,Service Center,Small 5-50,Family-owned,10,Internal Route 1,Border Closure,Food/Agriculture,Moderate,3657296,42,863,0,2.07,Adults 19-60,7806,3483,4025,Multiple,Balanced,Internally Displaced-IDP,Long-term >6mo,UNRWA Shelter,Overcrowded,Shelter,Moderate <7d,Partial Access,Unsafe Water Only,6,1462,28,1162174,Residential,Residential,Non-Critical,Community,Moderate 25-50%,Equipment Destruction,Needs Minor Repair,Medium Repair 1-6mo,Multiple Services,High 70-90%,Temporary Alternative,<100,8633223,32,39,0,Local NGO,Emergency Medical,Large Global,Pre-existing,Condemnation,Bilateral Country,UN,Neutral/Balanced,Regional Coverage,Regional,Middle East Media,Sympathetic to Victims,0,0,0,0,3,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Small Arms/Rifles,Civilians Directly Targeted,Potential War Crime Indicator,0,2
CountryA1189,2022-02-18,2022,Political violence,Battles,Armed clash,Actor 4854,Unknown,Political militia,Military Group 3622,Unknown,State forces,State forces-Political militia,Country A,Region6,City177,32.6241,36.1049,1,2,February,1,22-Feb,Friday,7,1,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,142,Low,Actor 4854,Militia,Independent,Non-State Armed Group,Military Group 3622,State Military,Independent,State Actor,Services,Tertiary,Medium 5-20%,Medium 1k-10k,Retail Shop,Micro <5 emp,Government,12,Internal Route 1,Border Closure,Food/Agriculture,Moderate,834477,188,461,0,0.79,Children 0-12,6347,2699,3031,Disabled,Balanced,Internally Displaced-IDP,Temporary <7d,UNRWA Shelter,Overcrowded,Clean Water,High Priority <72h,No Access,Intermittent,4,1787,100,1120849,Commercial,Commercial,Medium Priority,Private Sector,Major 75-95%,Fire Damage,Partially Collapsed,Reconstruction >6mo,Multiple Services,Full 90-100%,No Backup,<100,6787806,260,83,0,Multiple Types,Shelter/Housing,Small Local,Pre-existing,Statement Only,Regional Bloc,Arab League,Pro-Country D/Country E,Regional Coverage,Regional,Western Media,Factual/Neutral,12,672871,346081,29,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Military Personnel,Small Arms/Rifles,Disproportionate Force,Proportionality Question,0,1
CountryA1190,2022-03-29,2022,Political violence,Battles,Armed clash,Military Group 3561,Unknown,State forces,Actor 3999,Unknown,Rebel group,State forces-Rebel group,Country A,Region8,City484,35.6132,36.3855,0,3,March,1,22-Mar,Tuesday,13,0,Pre-Oct7 2016-2023,Town,Suburban,Medium,Stable,24,Medium,Military Group 3561,State Military,Independent,State Actor,Actor 3999,Unknown,Independent,Civilians,Services,Tertiary,Medium 5-20%,Large >10k,Market,Micro <5 emp,Family-owned,10,Internal Route 1,Border Closure,Food/Agriculture,Moderate,2561933,14,228,0,0.49,Mixed All Ages,5959,1892,3273,Multiple,Balanced,Evacuated,Short-term <1mo,Unknown,Minimal Services,Clean Water,Moderate <7d,Partial Access,No Water Access,0,536,44,736043,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Full 90-100%,Yes Full Backup,<100,0,0,0,0,UN Agency,Shelter/Housing,Large Global,Pre-existing,Statement Only,Bilateral Country,Arab League,Ceasefire Call,Regional Coverage,Regional,Social Media,Balanced,2,185833,153531,41,5,International Armed Conflict,Internal Factional,Skirmish,Geneva Conventions Apply,Mixed Civilian-Military Area,Other,No Civilians Present/Harmed,No Apparent Violation,0,0
CountryA1191,2022-12-29,2022,Political violence,Violence against civilians,Abduction/forced disappearance,Military Group 4373,Unknown,Rebel group,Civilian Group 1594,Unknown,Civilians,Rebel group-Civilians,Country A,Region1,City567,36.7561,41.3975,0,12,December,4,22-Dec,Thursday,52,0,Pre-Oct7 2016-2023,Town,Suburban,High,Stable,28,Low,Military Group 4373,Unknown,Independent,Civilians,Civilian Group 1594,Civilians,Independent,Civilians,Trade,Tertiary,Medium 5-20%,Large >10k,Retail Shop,Small 5-50,Corporate,19,Internal Route 1,Border Closure,Food/Agriculture,Moderate,4003977,56,333,0,1.3,Adults 19-60,2445,1054,1151,Multiple,Balanced,Evacuated,Short-term <1mo,Relatives Home,Critical/Dire,Food,High Priority <72h,Full Access,Unsafe Water Only,0,1374,49,1464993,Port,Transportation,Non-Critical,Mixed,Severe 50-75%,Shelling Damage,Safe/Operational,Operational,Transportation,Partial 40-70%,No Backup,<100,0,0,0,0,Intl NGO,Food Security,Large Global,Deployed for Event,Condemnation,UN General Assembly,Arab League,Pro-Country D/Country E,Social Media Viral,Global Widespread,Middle East Media,Factual/Neutral,3,168193,97728,32,8,Civil Unrest,Internal Factional,Skirmish,Human Rights Law Only,Civilians Directly Targeted,Other,Civilians Directly Targeted,Potential War Crime Indicator,0,0
